GeneId	Chr	Start	End	Intron_Start	Intron_End	Log2TPMRatio	TPM_1	TPM_2	minusLog10PValue	PValue	RValue_1	RValue_2
TRIM49	chr11	89530823	89541743	89536962	89537226	-2.74067	0.0001	0.000668379	2.12978	0.00741693	-2.54532	0.215133
TRIM49	chr11	89530823	89541743	89537642	89540266	-1.60222	0.0001154	0.000350366	2.04433	0.00902965	-2.03659	-0.436797
TRIM53AP#1	chr11	89575165	89584136	89581422	89582277	-2.35003	0.0001	0.000509834	2.12978	0.00741693	-5.75575	0.289145
TRIM64B	chr11	89603606	89609185	89605481	89606435	-2.56898	0.000362542	0.00215129	2.40896	0.00389977	-4.24811	-0.652532
TRIM53AP#2	chr11	89726709	89735676	89730381	89732113	-1.9062	0.0001	0.000374821	3.88769	0.000129512	-0.892782	-0.533087
TRIM53AP#2	chr11	89726709	89735676	89732910	89735485	-1.49224	0.0001	0.000281325	3.01202	0.000972702	-0.156252	-2.01802
NAALAD2	chr11	89867818	89925779	89880685	89882173	2.32341	0.00230745	0.000461017	2.36049	0.00436019	-0.715947	0.309021
NAALAD2	chr11	89867818	89925779	89916177	89924725	-0.313494	0.351379	0.436663	3.2432	0.000571212	-0.0624507	-0.0290691
FAT3	chr11	92085262	92629635	92258115	92430549	-1.32665	0.000291017	0.000729927	11.2548	5.56111e-12	0.0130217	0
FAT3	chr11	92085262	92629635	92430612	92495021	-1.39452	0.000118266	0.000310922	2.49776	0.0031786	1.45507	0.243581
FAT3	chr11	92085262	92629635	92507347	92523108	-1.14827	0.000123911	0.000274646	2.4366	0.00365931	1.9005	0.427056
FAT3	chr11	92085262	92629635	92535076	92538318	-2.05786	0.000117231	0.000488113	2.88498	0.00130323	1.07916	0.129275
FAT3	chr11	92085262	92629635	92600376	92613896	-1.05052	0.000131847	0.000273091	2.28449	0.00519408	1.68077	-1.22853
FAT3	chr11	92085262	92629635	92614051	92615903	-2.21479	0.00013093	0.000607792	3.65979	0.000218884	2.03443	-0.881075
FAT3	chr11	92085262	92629635	92616560	92620165	-1.0049	0.000168008	0.000337159	2.85268	0.00140384	-0.438059	-1.81973
CCDC67	chr11	93063883	93171636	93065455	93088536	1.09427	0.000684629	0.000320662	3.85236	0.00014049	0.0463581	0.336251
CCDC67	chr11	93063883	93171636	93090210	93097325	2.15889	0.0007658	0.000171484	3.66699	0.000215285	-1.59109	0.99066
CCDC67	chr11	93063883	93171636	93148281	93170708	1.09907	0.00700981	0.00327231	8.36786	4.28691e-09	-0.089688	0
HEPHL1	chr11	93754378	93847374	93779084	93796673	2.54769	0.00326001	0.000557554	6.37046	4.26129e-07	-0.977735	-2.83556
HEPHL1	chr11	93754378	93847374	93796887	93797496	2.92515	0.00305668	0.000402431	2.17145	0.00673823	-1.09561	-0.594337
HEPHL1	chr11	93754378	93847374	93797677	93800661	3.50168	0.021914	0.00193468	9.4038	3.94642e-10	-0.32259	0.0222658
HEPHL1	chr11	93754378	93847374	93803709	93806190	3.37312	0.0290131	0.00280017	8.18654	6.50812e-09	-1.39763	-0.609307
HEPHL1	chr11	93754378	93847374	93819356	93821920	2.75906	0.00580267	0.000857173	6.16138	6.89644e-07	-1.5652	-0.798964
HEPHL1	chr11	93754378	93847374	93822135	93826666	2.07313	0.00475425	0.00112982	5.33723	4.60014e-06	-1.17426	0.0628303
HEPHL1	chr11	93754378	93847374	93836187	93837693	2.18958	0.00759196	0.00166427	3.52215	0.000300506	-0.921444	-1.76761
HEPHL1	chr11	93754378	93847374	93839297	93844068	2.26928	0.0216984	0.00450095	6.8731	1.33937e-07	-0.911921	-0.887879
C11orf97	chr11	94245695	94265289	94245840	94250748	-1.2901	0.000927995	0.00226936	4.87867	1.3223e-05	0.0739875	-0.729618
SESN3	chr11	94898677	94965705	94964738	94965215	1.73578	0.322408	0.0968017	12.2739	5.32287e-13	-0.974146	-1.92673
LOC100129203	chr11	94963350	94967568	94964738	94965215	1.67936	0.339977	0.106148	11.9095	1.2318e-12	-0.268643	-0.28054
CNTN5	chr11	98891706	100229616	99427001	99690274	0.165686	0.000449948	0.000401131	2.07328	0.00844739	0	0
CNTN5	chr11	98891706	100229616	99715995	99786785	-0.831952	0.000110105	0.000195997	2.32116	0.00477349	1.32816	-1.6332
CNTN5	chr11	98891706	100229616	99786882	99827537	-1.04584	0.000103437	0.000213553	2.7629	0.00172622	2.25585	0.576738
CNTN5	chr11	98891706	100229616	99872869	99931943	0.461572	0.00047529	0.000345153	2.19906	0.00632323	0.000356926	0.00507126
CNTN5	chr11	98891706	100229616	99932126	99941155	-1.82332	0.000121884	0.000431342	6.39372	4.0391e-07	2.28684	0.227641
CNTN5	chr11	98891706	100229616	99945027	100061857	-1.34784	0.000106264	0.000270474	3.0194	0.000956316	2.04561	-1.44777
CNTN5	chr11	98891706	100229616	100064396	100095423	-0.20475	0.00011699	0.000134829	3.3102	0.000489548	2.3011	1.10497
CNTN5	chr11	98891706	100229616	100141974	100168356	0.761814	0.00216962	0.00127954	6.1215	7.55955e-07	0	0
CNTN5	chr11	98891706	100229616	100170129	100179090	-0.850122	0.000108865	0.000196246	3.68768	0.000205267	3.45953	0.773985
CNTN5	chr11	98891706	100229616	100180434	100211194	0.478177	0.000391839	0.000281295	2.28589	0.0051774	0.0742972	-0.427608
CNTN5	chr11	98891706	100229616	100211938	100221432	-0.866977	0.000102152	0.000186309	2.91192	0.00122484	5.00418	0.881576
LOC101054525	chr11	100999808	101030001	101003857	101018873	-1.30132	0.000144902	0.000357116	5.38024	4.16637e-06	1.24436	-3.52142
ANGPTL5	chr11	101761405	101787253	101775639	101776474	-2.2766	0.000280139	0.00135738	2.13104	0.00739536	-1.0452	-0.68166
ANGPTL5	chr11	101761405	101787253	101778733	101785745	-1.70932	0.00100136	0.00327452	6.23415	5.83239e-07	0.0778111	0.00490368
YAP1	chr11	101981192	102104154	101981901	101983170	-1.92316	0.000141648	0.000537204	2.19486	0.00638464	-0.567525	-0.552203
YAP1	chr11	101981192	102104154	101985126	102033186	-1.3198	0.000161868	0.000404075	2.4191	0.00380981	0.294602	-2.43663
YAP1	chr11	101981192	102104154	102033303	102056748	-1.20943	0.000406359	0.000939693	5.07568	8.40088e-06	-0.432016	-0.788794
MMP20	chr11	102447566	102496063	102482635	102487542	-1.52122	0.000235463	0.000675856	2.53709	0.00290345	0.612387	0.123749
MMP20	chr11	102447566	102496063	102487791	102495924	-1.68309	0.000134771	0.000432771	2.13699	0.00729479	1.64747	-0.954247
MMP27	chr11	102562415	102576468	102573850	102575267	-1.62857	0.000197808	0.000611636	2.8755	0.00133199	0.985981	0.206261
WTAPP1	chr11	102654407	102707497	102668967	102701462	-0.950476	0.000202552	0.000391434	2.97681	0.00105485	-3.39458	0.0699204
GRIA4	chr11	105480800	105852819	105481813	105483002	-1.63913	0.000146117	0.000455124	2.01929	0.00956558	1.63186	-2.68394
GRIA4	chr11	105480800	105852819	105784232	105789437	2.19897	0.000863557	0.000188077	3.29715	0.000504487	-0.279023	0.923083
GRIA4	chr11	105480800	105852819	105789645	105795124	2.98889	0.00153784	0.000193715	6.06532	8.60367e-07	-0.589248	0.835842
GRIA4	chr11	105480800	105852819	105836789	105842640	3.34418	0.0139503	0.00137369	9.74172	1.81252e-10	-0.0620759	0.0274886
LOC101928535	chr11	106120746	106135632	106127952	106131077	-1.26931	0.000110412	0.000266144	2.01929	0.00956558	3.27037	0.586381
GUCY1A2	chr11	106544738	106889171	106681205	106810185	-0.300541	0.0118365	0.0145779	4.9686	1.07497e-05	-0.0952399	-0.112496
ELMOD1	chr11	107461817	107537505	107488933	107496122	-1.08656	0.000215599	0.000457859	2.02447	0.00945206	0.684444	0.199963
ELMOD1	chr11	107461817	107537505	107496259	107501142	-1.84329	0.000114892	0.000412263	4.67645	2.10643e-05	2.7606	-0.896553
C11orf87	chr11	109292846	109299893	109292990	109294100	-3.34618	0.000205581	0.00209066	6.22718	5.92673e-07	0.947335	-0.478087
ZC3H12C	chr11	109964087	110042566	109964159	110007387	-2.20675	0.00100365	0.00463317	8.973	1.06413e-09	-0.363085	0
RDX	chr11	110045605	110167437	110070404	110100165	-1.20952	0.0253909	0.0587189	4.58857	2.57888e-05	-0.574848	-0.242181
FDX1	chr11	110300661	110335608	110301030	110306557	-1.97117	0.0475842	0.186571	14.1598	6.92185e-15	-1.52023	-0.761687
C11orf53	chr11	111126707	111157129	111155103	111156377	1.62334	0.0142103	0.0046124	2.61816	0.00240903	-0.518586	-1.07978
COLCA1	chr11	111164114	111175773	111170958	111171251	3.10659	0.132524	0.0153857	11.7109	1.9456e-12	-0.977362	-1.42319
COLCA2	chr11	111169271	111179460	111169784	111169975	3.9934	0.0153513	0.000963856	3.38109	0.000415827	-0.586427	-1.4029
COLCA2	chr11	111169271	111179460	111170450	111170869	2.10149	0.0717297	0.0167143	6.61908	2.40392e-07	-0.296519	-0.430695
COLCA2	chr11	111169271	111179460	111170958	111171251	3.10659	0.132524	0.0153857	11.7109	1.9456e-12	-0.168054	-0.461739
SDHD	chr11	111957548	111966525	111963934	111965528	1.33282	0.310017	0.123074	9.80706	1.55935e-10	-0.808008	-1.09113
TEX12	chr11	112038095	112043279	112038211	112039975	0.915333	0.0662396	0.0351217	4.67036	2.13621e-05	-0.969219	-1.18679
PTS	chr11	112097088	112104695	112097250	112099316	0.865738	0.850348	0.466642	7.96057	1.09504e-08	-0.710476	-1.88887
LOC101928847	chr11	112830003	112834182	112831575	112831968	-2.99569	0.0001	0.000797611	2.12978	0.00741693	-2.88289	-0.584976
NCAM1	chr11	112831969	113149158	113092048	113101917	1.97488	0.00329435	0.000838054	6.69821	2.00349e-07	-3.02271	0.0322368
NCAM1	chr11	112831969	113149158	113135920	113140909	3.25303	0.00287652	0.000301724	4.9289	1.17789e-05	-1.02624	0.181101
ANKK1	chr11	113258513	113271140	113258792	113264202	2.24815	0.0631625	0.0132953	12.9798	1.04768e-13	-0.432934	-1.3799
DRD2	chr11	113280317	113346001	113281643	113283277	-0.897255	0.00541832	0.0100917	4.20269	6.27059e-05	-0.937774	-1.01912
DRD2	chr11	113280317	113346001	113283606	113285096	-0.816803	0.00332035	0.0058488	2.99437	0.00101305	-0.989416	-0.901281
DRD2	chr11	113280317	113346001	113287722	113288748	-2.22026	0.000305423	0.0014232	2.87741	0.00132615	-2.65718	-0.742852
DRD2	chr11	113280317	113346001	113295405	113320744	-1.16311	0.000395377	0.000885405	5.86856	1.35344e-06	-1.26999	-0.498916
HTR3B	chr11	113775518	113817283	113802590	113803010	-2.429	0.00037172	0.00200178	2.13104	0.00739536	-0.352093	-0.826261
HTR3B	chr11	113775518	113817283	113803181	113803657	-3.1387	0.0001	0.000880732	3.88769	0.000129512	-0.800625	-0.954655
HTR3A	chr11	113845797	113861034	113846115	113848221	-3.8625	0.000194426	0.00282802	15.5005	3.15853e-16	0.950427	-1.8745
C11orf71	chr11	114262170	114271272	114262388	114269255	1.69765	0.0487819	0.0150388	8.06919	8.52721e-09	-0.708557	-0.931692
NXPE1	chr11	114392437	114430617	114398624	114400896	2.30782	0.00154604	0.000312247	3.04312	0.000905475	-0.705864	0.483328
NXPE1	chr11	114392437	114430617	114401631	114423573	1.52621	0.00264019	0.000916644	8.26529	5.42888e-09	-1.07658	-0.828523
NXPE1	chr11	114392437	114430617	114423603	114430519	1.73508	0.00120028	0.000360556	3.41424	0.000385268	-1.69077	0.313247
NXPE4	chr11	114441313	114466484	114442196	114450853	3.29214	0.00391509	0.000399677	10.3033	4.97442e-11	-0.978816	-0.0845742
NXPE4	chr11	114441313	114466484	114451061	114452446	3.23149	0.00169572	0.000180543	2.901	0.00125603	-1.62743	1.09965
NXPE4	chr11	114441313	114466484	114453744	114465385	1.64695	0.00107144	0.000342126	5.47779	3.32823e-06	-1.85197	-0.561836
NXPE2	chr11	114549200	114577652	114550485	114568766	0.891809	0.000566509	0.000305313	2.70738	0.00196163	-2.18596	0.333196
LOC100652768	chr11	117066329	117072630	117070546	117070566	1.90929	19.048	5.07106	8.8182	1.51983e-09	-0.682508	-0.816655
TAGLN	chr11	117070040	117075508	117070546	117070566	1.90929	19.048	5.07106	8.8182	1.51983e-09	-0.395097	-0.457914
TAGLN	chr11	117070040	117075508	117070629	117072476	1.4773	5.28166	1.89697	6.35325	4.43358e-07	-1.09501	-0.998992
TAGLN	chr11	117070040	117075508	117072631	117073717	1.69609	6.49206	2.00359	6.28462	5.19249e-07	-0.944347	-0.960111
RNF214	chr11	117103341	117156404	117103492	117104982	1.16365	0.0736956	0.0328964	9.432	3.69829e-10	-0.334556	-0.0845142
BACE1	chr11	117156402	117186972	117160524	117161203	4.08481	0.429101	0.0252877	13.5022	3.14614e-14	-0.78319	-0.692074
BACE1	chr11	117156402	117186972	117166387	117167588	3.03614	0.0124642	0.00151948	8.73331	1.84797e-09	-0.871536	-1.9087
BACE1	chr11	117156402	117186972	117167678	117186250	1.81425	0.0053754	0.00152851	9.98003	1.04705e-10	-2.49599	-0.894009
CEP164	chr11	117192494	117283982	117198621	117206320	0.598828	0.0166263	0.0109782	6.67387	2.11901e-07	-0.816464	-1.01086
FXYD2	chr11	117690790	117698807	117695460	117698709	2.47294	0.00136154	0.000245246	3.14603	0.000714449	-1.41661	0.649386
FXYD6	chr11	117707691	117748201	117714922	117728925	1.3822	0.000889283	0.000341159	2.25097	0.00561086	-2.06183	0.256431
FXYD6	chr11	117707691	117748201	117729002	117747306	1.57562	0.000583135	0.000195641	2.47638	0.00333906	-2.02273	0.408049
IL10RA	chr11	117857106	117872199	117857250	117857398	1.05844	6.00772	2.88462	5.49116	3.22727e-06	-0.670957	-0.667346
AMICA1	chr11	118064442	118095809	118084075	118085538	3.77728	0.00290932	0.000212186	2.38317	0.0041384	-1.33768	-0.223651
TMEM25	chr11	118401803	118417313	118401950	118402489	1.23594	0.0965616	0.0409967	6.35361	4.42989e-07	-0.0703901	-0.0424198
TREH	chr11	118528942	118550381	118529727	118530078	-1.17582	0.00120489	0.0027221	2.15202	0.00704658	-0.583707	-0.267755
TREH	chr11	118528942	118550381	118532219	118532345	-2.53815	0.000806603	0.00468511	2.99023	0.00102275	-1.57025	-0.579744
UPK2	chr11	118827008	118829269	118827137	118827592	-3.22728	0.00306548	0.0287082	14.3761	4.20662e-15	-0.759622	-0.576644
UPK2	chr11	118827008	118829269	118827725	118827917	-2.41514	0.010717	0.0571615	11.511	3.08353e-12	-0.862265	-1.03175
FOXR1	chr11	118842417	118851995	118842703	118849491	-1.44919	0.0052976	0.0144654	6.81581	1.52823e-07	-0.484315	-0.382507
FOXR1	chr11	118842417	118851995	118850379	118851199	-1.38743	0.00714802	0.0187001	4.0547	8.81653e-05	-0.908921	-1.27438
CCDC84	chr11	118868843	118886502	118874304	118881473	0.468229	3.18329	2.30105	6.17563	6.67373e-07	-1.01595	-0.816542
RPS25	chr11	118886422	118889057	118886503	118886550	-0.529815	3.60842	5.20964	7.28042	5.24304e-08	-0.867406	-0.83424
SLC37A4	chr11	118895061	118901616	118901446	118901558	1.15478	0.19886	0.0893148	5.32737	4.70576e-06	-0.586075	-0.522213
ABCG4	chr11	119019750	119033374	119020914	119024735	-1.23786	0.000770191	0.00181649	2.8816	0.0013134	-0.461835	-1.52505
ABCG4	chr11	119019750	119033374	119031096	119031247	-3.17309	0.000873769	0.00788118	3.80528	0.000156575	-1.04595	-0.562706
C1QTNF5	chr11	119209644	119217383	119214675	119215024	-2.22497	0.000295432	0.00138115	2.01929	0.00956558	-0.127515	-1.21634
MFRP	chr11	119209644	119217383	119214675	119215024	-2.30928	0.000303693	0.00150521	2.01929	0.00956558	-0.144378	-1.22449
THY1	chr11	119288655	119294246	119290231	119290760	-3.28061	0.000199288	0.00193661	3.68768	0.000205267	-0.381104	-0.636964
THY1	chr11	119288655	119294246	119291640	119293822	-3.01059	0.000168727	0.00135976	2.80291	0.00157431	1.21167	-1.03136
PVRL1	chr11	119508808	119599435	119508958	119509440	-3.94908	0.0001	0.00154451	4.7653	1.71674e-05	-0.493151	-1.56405
TRIM29	chr11	119981994	120008863	119983185	119986045	-1.73243	0.0001	0.000332287	3.01202	0.000972702	-0.412618	0.160466
TRIM29	chr11	119981994	120008863	119986123	119988930	-1.9938	0.000130605	0.000520181	4.50221	3.14624e-05	2.04557	0.233652
TRIM29	chr11	119981994	120008863	119991374	119993661	-2.67436	0.000126367	0.000806669	2.91192	0.00122484	-1.28765	0.16101
TRIM29	chr11	119981994	120008863	119999204	120007935	-1.88178	0.000118341	0.000436123	2.48809	0.00325019	2.46498	0.298373
OAF	chr11	120081747	120100650	120082219	120096369	2.54545	0.031589	0.00541102	5.71043	1.94793e-06	-0.294036	-1.00559
POU2F3	chr11	120107349	120190653	120178325	120180133	-1.05432	0.000589032	0.00122327	2.2699	0.00537158	-1.07227	-0.511223
POU2F3	chr11	120107349	120190653	120186137	120187937	-1.30414	0.000333086	0.00082251	2.10127	0.00792012	-2.17581	-0.977726
LOC649133	chr11	120120468	120136641	120121115	120124292	-1.33925	0.000439186	0.00111123	2.21974	0.0060292	0.271178	0.0689399
LOC649133	chr11	120120468	120136641	120124884	120125531	-3.40105	0.000122406	0.00129307	2.91192	0.00122484	2.38479	0.0983174
LOC649133	chr11	120120468	120136641	120125685	120126720	-2.53127	0.000156134	0.000902581	2.01929	0.00956558	-2.72158	0.149573
TMEM136	chr11	120195838	120204388	120196078	120197830	8.01771	0.0259161	0.0001	7.21036	6.16086e-08	-0.300997	-3.0588
TMEM136	chr11	120195838	120204388	120198350	120200685	4.9805	0.0500163	0.00158428	5.52942	2.95513e-06	-1.18595	-0.176286
ARHGEF12	chr11	120207618	120360645	120256196	120276826	1.69598	0.00471233	0.00145444	10.9046	1.24559e-11	-1.32559	-0.88923
GRIK4	chr11	120382455	120859513	120382597	120435144	1.79176	0.00150951	0.000435975	2.22483	0.00595889	-1.21966	-0.934258
TBCEL	chr11	120894803	120960354	120895001	120916382	2.29189	0.166254	0.0339504	14.5578	2.76823e-15	-0.250787	-0.290331
MIR100HG	chr11	121959811	122073770	121970553	121986061	-1.69796	0.000104622	0.000339437	4.90629	1.24082e-05	-0.887392	-1.16522
MIR100HG	chr11	121959811	122073770	122017302	122022936	-1.36231	0.0001	0.000257096	3.01202	0.000972702	-0.893887	-1.361
MIR100HG	chr11	121959811	122073770	122023017	122026258	-1.62067	0.000129946	0.000399607	2.94451	0.00113629	-0.745262	-1.01988
CRTAM	chr11	122709206	122743347	122722554	122724650	3.51477	0.00650662	0.00056925	6.69784	2.0052e-07	-2.84867	-0.648062
CRTAM	chr11	122709206	122743347	122738808	122741976	2.27301	0.0018453	0.000381789	3.98838	0.000102713	-5.16978	0.364239
CLMP	chr11	122943033	123066007	122944483	122945409	1.86561	0.0269064	0.0073833	7.73289	1.84974e-08	-0.919734	-0.834959
CLMP	chr11	122943033	123066007	122953916	122954387	2.28839	0.0392879	0.00804236	8.05348	8.84142e-09	-1.39853	-0.705071
GRAMD1B	chr11	123396344	123498479	123396880	123430969	4.27046	0.0111462	0.000577551	13.0299	9.33397e-14	-0.892772	-1.21926
GRAMD1B	chr11	123396344	123498479	123431236	123448074	4.86717	0.0166572	0.000570737	13.2138	6.11265e-14	-0.665584	-3.22743
GRAMD1B	chr11	123396344	123498479	123466746	123471175	0.378975	0.0568656	0.0437288	2.82968	0.00148021	-4.60457	-0.270988
SCN3B	chr11	123499895	123525315	123504485	123504828	5.26185	0.0255327	0.000665458	7.82364	1.50093e-08	-0.831204	-0.24988
SCN3B	chr11	123499895	123525315	123513380	123516294	3.00771	0.00462901	0.000575543	6.86086	1.37764e-07	-0.970257	0.209458
SCN3B	chr11	123499895	123525315	123516459	123524454	4.05609	0.0053221	0.000319946	12.0425	9.06734e-13	-1.00739	0.275158
TBRG1	chr11	124492742	124505822	124493130	124494826	0.393115	4.85507	3.69705	7.71517	1.92678e-08	-0.650033	-0.897545
NRGN	chr11	124609829	124617102	124609996	124615398	2.05598	0.0495052	0.0119053	9.28074	5.23917e-10	-3.18605	-0.460209
NRGN	chr11	124609829	124617102	124615626	124615857	1.45935	0.102775	0.0373749	5.28974	5.13168e-06	-3.2952	-0.273387
LOC101929340	chr11	124629030	124635816	124632372	124634624	1.70801	0.0129173	0.00395377	6.08486	8.22499e-07	-0.599228	0.00813156
LOC100507283	chr11	124670324	124704383	124671153	124671879	2.27477	0.220231	0.04551	10.9046	1.24559e-11	-0.802004	-1.33134
ROBO3	chr11	124735305	124751370	124743759	124743965	-3.54057	0.0001	0.00116364	2.12978	0.00741693	-1.22018	-0.535206
ROBO3	chr11	124735305	124751370	124746357	124747056	-0.923472	0.00823648	0.0156219	2.72315	0.00189168	-0.0687941	-0.117238
ROBO4	chr11	124754114	124767831	124765582	124765680	-3.92925	0.0001	0.00152343	2.12978	0.00741693	-3.9625	-0.427885
TMEM218	chr11	124964266	124981659	124972248	124972532	2.20874	0.358163	0.0774791	11.2345	5.82761e-12	-0.955803	-0.908229
PKNOX2	chr11	125034559	125303285	125201822	125221179	-0.738858	0.000143732	0.000239867	2.59819	0.00252238	1.12575	0.351385
PKNOX2	chr11	125034559	125303285	125237882	125255446	-1.81397	0.0001188	0.000417711	4.54229	2.86888e-05	1.60839	-2.22525
PKNOX2	chr11	125034559	125303285	125255619	125267769	-1.35929	0.000132955	0.000341109	2.67235	0.00212644	1.4919	-2.62058
PKNOX2	chr11	125034559	125303285	125267959	125280091	-1.56479	0.000146651	0.000433845	4.13612	7.30939e-05	-0.39898	-0.937849
PKNOX2	chr11	125034559	125303285	125300038	125301061	-2.49165	0.0001	0.000562421	3.01202	0.000972702	-2.06443	-0.764687
LOC403312	chr11	125365110	125369422	125365512	125366016	-2.41558	0.000639439	0.00341163	3.22288	0.000598574	-0.998409	-0.655202
CHEK1	chr11	125495031	125546150	125496538	125496643	-0.629449	0.0796285	0.123183	2.16568	0.0068284	-0.688956	-0.650694
HYLS1	chr11	125753509	125770541	125757661	125761317	0.668338	0.0296716	0.0186703	3.42073	0.000379554	-0.773139	-1.42382
DDX25	chr11	125774261	125793006	125774476	125775106	-1.2489	0.00229463	0.00545342	4.01873	9.57786e-05	-0.0524366	-0.0963569
CDON	chr11	125826713	125933187	125893433	125933120	-0.833848	0.0001693	0.000301766	2.19305	0.00641143	-0.554892	-1.98587
FOXRED1	chr11	126138935	126148027	126139311	126141331	0.461989	0.60843	0.441711	4.56532	2.72069e-05	-0.726278	-0.748115
KIRREL3	chr11	126293396	126870766	126522825	126525980	-2.21837	0.000185436	0.000862956	3.92166	0.000119767	1.0667	-1.82723
KIRREL3	chr11	126293396	126870766	126552000	126858353	-1.51123	0.000112156	0.000319704	3.78544	0.000163893	1.74125	-2.98783
LOC101929427	chr11	126522673	126551999	126522825	126525980	-2.21837	0.000185436	0.000862956	3.92166	0.000119767	-1.98713	0.129478
LOC101929473	chr11	126936897	126971201	126937013	126968326	-1.69788	0.000121312	0.000393565	3.37713	0.000419633	1.80775	-1.17367
LOC101929473	chr11	126936897	126971201	126968501	126969168	-2.69888	0.000143298	0.000930426	2.06953	0.00852069	1.69271	-0.884796
LOC101929497	chr11	127140965	127206928	127141069	127204918	0.744279	0.0007182	0.000428741	4.00444	9.89825e-05	0.000129184	0.0427694
LOC101929497	chr11	127140965	127206928	127205041	127206659	-1.89345	0.000146744	0.000545189	2.01929	0.00956558	-1.36119	0.256773
LOC101929517	chr11	128396037	128400278	128396211	128396427	-2.47602	0.000195544	0.00108793	2.01929	0.00956558	-0.308115	-0.953262
KCNJ1	chr11	128707909	128737268	128720786	128736417	1.49973	0.0030059	0.00106295	5.94123	1.1449e-06	-1.90546	-0.518521
KCNJ5	chr11	128761313	128787951	128782106	128786303	-1.41812	0.000615489	0.00164482	4.84284	1.43603e-05	-0.994406	-2.75131
APLP2	chr11	129939716	130014706	129940643	129979323	1.80906	0.0420391	0.011997	7.25092	5.61157e-08	-0.723247	-0.731541
ADAMTS8	chr11	130274818	130298539	130281496	130284425	2.7184	0.00338576	0.00051444	6.88586	1.30059e-07	-1.43179	-0.617614
ADAMTS8	chr11	130274818	130298539	130284728	130286057	2.24535	0.0037349	0.000787698	3.5934	0.000255035	-0.514362	-1.04936
ADAMTS8	chr11	130274818	130298539	130286226	130286834	1.76211	0.0049918	0.00147167	2.51804	0.00303363	-0.498495	-1.20914
ADAMTS8	chr11	130274818	130298539	130286971	130288947	2.07437	0.0032814	0.000779134	3.89887	0.00012622	-1.6532	0.144126
ADAMTS8	chr11	130274818	130298539	130289188	130297461	2.0202	0.00403322	0.000994283	6.61584	2.42195e-07	-1.42626	-0.779746
C11orf44	chr11	130542851	130587247	130543084	130583088	-1.34785	0.000122086	0.000310749	2.21889	0.00604104	1.28049	0.290623
NTM	chr11	131240371	132206716	131407066	131407297	-3.52748	0.000180065	0.00207638	2.06953	0.00852069	1.15082	0.063122
NTM	chr11	131240371	132206716	131409171	131409436	-2.41122	0.000761323	0.00404967	2.68942	0.00204448	0.194186	0.0279779
NTM	chr11	131240371	132206716	131781543	132016175	-1.47137	0.000107703	0.000298646	2.69251	0.00202998	0.174559	0.25925
NTM	chr11	131240371	132206716	132016409	132081915	-1.52491	0.000117469	0.000338037	3.30648	0.000493766	-0.194384	-1.75718
NTM	chr11	131240371	132206716	132154253	132154659	-3.22354	0.0001	0.000934075	3.01202	0.000972702	-0.820527	0.144269
NTM	chr11	131240371	132206716	132154976	132157962	-2.14356	0.000108509	0.000479449	2.91192	0.00122484	-0.778611	0.282216
NTM	chr11	131240371	132206716	132184962	132200046	0.695741	0.00237654	0.00146725	3.91797	0.000120791	0	-0.672366
LOC101929653	chr11	131403751	131410761	131407066	131407297	-3.63521	0.00018306	0.00227458	2.06953	0.00852069	-1.3616	-0.893795
LOC101929653	chr11	131403751	131410761	131409171	131409436	-2.48303	0.000794721	0.00444306	2.68942	0.00204448	-0.644608	-0.348343
NTM-IT	chr11	132154196	132158353	132154976	132157962	-2.24899	0.000109077	0.000518497	2.91192	0.00122484	-0.883246	-2.70166
OPCML	chr11	132284875	133402403	132290188	132305979	-1.30268	0.00011017	0.000271774	3.08599	0.000820364	2.60407	-0.534247
OPCML	chr11	132284875	133402403	132307254	132398954	0.145988	0.000512918	0.000463554	2.05022	0.00890803	0.00385189	0.00571161
OPCML	chr11	132284875	133402403	132399081	132526981	-1.14062	0.000107499	0.000237009	4.0361	9.20243e-05	2.20016	0.402076
B3GAT1	chr11	134248398	134281812	134250642	134251817	2.58665	0.00509714	0.000848532	2.37114	0.00425463	-2.54923	-0.788929
B3GAT1	chr11	134248398	134281812	134254083	134257441	3.81502	0.00755684	0.000536914	5.68121	2.08346e-06	-0.579247	0.157579
LOC283177	chr11	134306376	134375555	134306679	134336233	1.11888	0.000631701	0.000290867	2.05978	0.00871409	-1.60888	0.324034
LOC283177	chr11	134306376	134375555	134337882	134350738	2.53625	0.00112489	0.00019392	4.23644	5.80181e-05	-1.44871	0.884643
LOC283177	chr11	134306376	134375555	134352625	134374691	1.58914	0.000752597	0.00025014	5.07482	8.41745e-06	-2.60434	0.362339
LOC100132287	chr1	323892	328581	324061	324287	1.18894	0.209047	0.091693	5.64543	2.26239e-06	-1.2454	-0.902176
LOC100133331#1	chr1	323892	328581	324061	324287	1.2482	0.198502	0.083564	5.89421	1.27582e-06	-1.24538	-0.902595
SAMD11	chr1	861121	879961	861394	865534	-1.53264	0.000456349	0.00132029	4.16965	6.76633e-05	-1.05866	-0.591456
KLHL17	chr1	895967	901099	896933	897008	1.12984	0.257141	0.117505	2.84041	0.00144407	-0.643606	-1.01306
LINC01342	chr1	1072397	1079434	1076413	1078118	2.57529	0.0198761	0.00333496	4.25104	5.60995e-05	-1.54159	-0.975529
TTLL10	chr1	1109286	1133313	1109307	1109664	-3.31946	0.000731937	0.00730684	6.81186	1.54221e-07	0.195557	-0.673197
